,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
849,848,0,0,None,1,TwnhsE,TA,Av,659.0,0.0,GLQ,Unf,1.0,0.0,Gd,189.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,1,Typ,420.0,2.0,TA,Fin,TA,Attchd,2003.0,848,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,4435,Inside,36.0,Reg,0,120,RM,170.0,BrkFace,None,0,11,CollgCr,0,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,3,848.0,140,2003,2003,2007
850,1456,0,0,None,2,TwnhsE,TA,Gd,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1273.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,400.0,2.0,TA,Fin,TA,Attchd,2003.0,1456,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,3196,Inside,43.0,Reg,0,120,RL,40.0,BrkFace,None,0,5,Blmngtn,20,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1273.0,143,2003,2003,2006
851,918,728,0,None,4,1Fam,TA,No,364.0,0.0,Rec,Unf,0.0,0.0,TA,554.0,Y,Norm,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,MnPrv,Gd,2,CBlock,2,Typ,240.0,1.0,TA,Unf,TA,Detchd,1941.0,1646,0,GasA,Gd,2.5Unf,1,TA,Lvl,Gtl,7128,Inside,53.0,Reg,0,75,RL,0.0,None,None,0,8,Crawfor,0,5,7,Y,0,None,CompShg,Gable,Normal,WD,126,Pave,7,918.0,0,1941,1950,2007
852,1445,0,0,None,3,1Fam,TA,Gd,564.0,0.0,Rec,Unf,0.0,0.0,TA,563.0,Y,Norm,Norm,SBrkr,0,Gd,TA,MetalSd,HdBoard,MnPrv,Fa,1,CBlock,1,Typ,645.0,2.0,TA,RFn,TA,Attchd,1964.0,1445,1,GasA,TA,SLvl,1,TA,Lvl,Gtl,12095,Corner,73.0,IR1,0,80,RL,115.0,BrkFace,None,0,8,NAmes,0,6,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1127.0,180,1964,1964,2009
853,1779,0,0,None,3,1Fam,TA,Mn,306.0,1085.0,ALQ,Rec,1.0,0.0,TA,372.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Plywood,None,Gd,1,CBlock,1,Typ,454.0,2.0,TA,Unf,TA,Attchd,1955.0,1779,1,GasA,TA,1Story,1,TA,Lvl,Gtl,17920,Inside,102.0,Reg,0,20,RL,0.0,None,None,0,7,Sawyer,418,4,5,Y,0,None,CompShg,Hip,Abnorml,WD,312,Pave,6,1763.0,0,1955,1974,2006
854,1040,0,0,None,3,1Fam,TA,No,659.0,0.0,ALQ,Unf,1.0,0.0,TA,381.0,Y,Norm,Norm,SBrkr,0,Gd,TA,HdBoard,HdBoard,None,None,0,CBlock,1,Typ,260.0,1.0,TA,Unf,TA,Detchd,1962.0,1040,1,GasA,Ex,1Story,1,TA,Lvl,Gtl,6897,Corner,72.0,IR1,0,20,RL,0.0,None,None,0,4,Sawyer,104,8,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1040.0,0,1962,2010,2010
855,1026,0,0,None,3,1Fam,Gd,Gd,505.0,435.0,GLQ,LwQ,1.0,0.0,Gd,0.0,Y,Norm,Norm,SBrkr,34,TA,TA,Plywood,HdBoard,MnPrv,None,0,CBlock,1,Typ,576.0,2.0,Fa,Unf,TA,Detchd,1981.0,1026,0,GasA,TA,SLvl,1,TA,Low,Mod,10970,Inside,70.0,IR1,0,80,RL,0.0,None,None,0,10,CollgCr,0,6,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,940.0,0,1978,1978,2008
856,702,779,0,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,702.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,TA,1,PConc,2,Typ,343.0,2.0,TA,Fin,TA,Attchd,1994.0,1481,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,8125,Inside,65.0,Reg,0,60,RL,0.0,None,None,0,3,Gilbert,36,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,702.0,0,1994,1995,2009
857,1370,0,0,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1090.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,TA,1,CBlock,2,Typ,479.0,2.0,TA,RFn,TA,Attchd,1976.0,1370,0,GasA,TA,1Story,1,TA,Lvl,Gtl,10400,Inside,80.0,Reg,0,20,RL,189.0,BrkFace,None,0,6,NWAmes,0,5,7,Y,0,None,CompShg,Gable,Family,WD,0,Pave,6,1090.0,0,1976,1976,2009
858,1512,1142,0,None,4,1Fam,TA,Mn,619.0,0.0,BLQ,Unf,1.0,0.0,TA,435.0,Y,PosA,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,Gd,1,CBlock,2,Typ,619.0,2.0,TA,Unf,TA,Attchd,1968.0,2654,1,GasA,TA,2Story,1,Gd,Lvl,Gtl,11029,Corner,80.0,IR1,0,60,RL,220.0,BrkFace,None,0,8,NWAmes,65,7,6,Y,0,None,CompShg,Gable,Normal,WD,222,Pave,9,1054.0,0,1968,1984,2006
859,912,514,0,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,912.0,Y,Norm,Norm,SBrkr,0,TA,Gd,Wd Sdng,Wd Sdng,GdPrv,Gd,1,BrkTil,1,Typ,216.0,1.0,TA,Unf,TA,Detchd,1925.0,1426,1,GasA,Gd,1.5Fin,1,Gd,Lvl,Gtl,7642,Corner,55.0,Reg,0,50,RL,0.0,None,None,0,6,Crawfor,240,8,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,912.0,0,1918,1998,2007
860,1039,0,0,None,3,2fmCon,TA,Mn,841.0,0.0,BLQ,Unf,1.0,0.0,TA,198.0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,HdBoard,None,None,0,PConc,1,Typ,504.0,2.0,TA,Unf,TA,Attchd,1965.0,1039,1,GasA,Ex,1Story,1,TA,Lvl,Gtl,11625,Inside,75.0,Reg,0,190,RL,0.0,None,None,0,4,Sawyer,0,4,5,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,6,1039.0,0,1965,1965,2010
861,1097,0,0,None,3,1Fam,TA,No,338.0,0.0,GLQ,Unf,0.0,0.0,Gd,702.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,Plywood,GdPrv,None,0,PConc,2,Typ,480.0,2.0,TA,Unf,TA,Attchd,1986.0,1097,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9672,Corner,81.0,Reg,0,20,RL,0.0,None,None,0,5,SawyerW,0,5,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,6,1040.0,0,1984,1985,2010
862,1148,0,0,None,3,1Fam,TA,No,1148.0,0.0,BLQ,Unf,1.0,0.0,TA,0.0,Y,Norm,Norm,SBrkr,0,TA,TA,BrkFace,Plywood,GdPrv,None,0,CBlock,1,Typ,672.0,1.0,TA,Unf,TA,Attchd,1959.0,1148,0,GasA,TA,1Story,1,TA,Lvl,Gtl,7931,Inside,70.0,Reg,0,20,RL,0.0,None,None,0,7,NAmes,0,5,5,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,6,1148.0,0,1959,1959,2009
863,1372,0,0,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Ex,1372.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,529.0,2.0,TA,Fin,TA,Attchd,2008.0,1372,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,8640,Inside,72.0,Reg,0,20,FV,0.0,None,None,0,5,Somerst,140,5,7,Y,0,None,CompShg,Gable,Partial,New,0,Pave,6,1372.0,0,2007,2008,2008
864,1002,0,0,None,3,1Fam,TA,No,828.0,0.0,BLQ,Unf,1.0,0.0,TA,174.0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,MnPrv,None,0,CBlock,1,Typ,902.0,2.0,TA,Unf,TA,Detchd,1973.0,1002,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8750,Inside,73.0,IR1,0,20,RL,76.0,BrkFace,None,0,8,NAmes,0,6,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1002.0,0,1970,1970,2009
865,1646,0,0,None,3,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1638.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,870.0,3.0,TA,RFn,TA,Attchd,2007.0,1646,0,GasA,Ex,1Story,1,Gd,HLS,Gtl,10656,Inside,67.0,IR1,0,20,RL,274.0,Stone,None,0,11,Timber,80,5,8,Y,0,None,CompShg,Gable,Partial,New,0,Pave,6,1638.0,192,2006,2007,2007
866,1120,0,0,None,3,1Fam,TA,No,932.0,0.0,ALQ,Unf,1.0,0.0,TA,108.0,Y,Feedr,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,None,0,CBlock,1,Typ,544.0,2.0,TA,RFn,TA,Attchd,1961.0,1120,1,GasA,TA,1Story,1,Fa,Lvl,Gtl,6970,Corner,85.0,Reg,0,20,RL,0.0,None,Shed,400,5,Sawyer,0,5,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1040.0,168,1961,1961,2007
867,1547,720,0,None,2,1Fam,None,None,0.0,0.0,None,None,0.0,0.0,None,0.0,Y,Feedr,Norm,SBrkr,0,TA,TA,Plywood,Plywood,None,TA,1,Slab,2,Typ,672.0,2.0,TA,Unf,TA,Attchd,1979.0,2320,0,GasA,Gd,2Story,1,TA,Lvl,Gtl,14762,Corner,64.0,IR2,53,60,RL,0.0,None,None,0,5,Gilbert,144,6,5,P,0,None,CompShg,Gable,Normal,WD,0,Pave,7,0.0,120,1948,1950,2006
868,1062,887,0,None,3,1Fam,TA,No,750.0,0.0,GLQ,Unf,1.0,0.0,Gd,300.0,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,GdPrv,TA,1,PConc,2,Typ,574.0,2.0,TA,Fin,TA,Attchd,1993.0,1949,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9938,Inside,80.0,Reg,0,60,RL,246.0,BrkFace,None,0,6,SawyerW,90,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,1050.0,156,1993,1994,2010
869,894,0,0,None,2,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,894.0,N,PosN,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,308.0,1.0,TA,Unf,TA,Detchd,1962.0,894,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,6600,Inside,60.0,Reg,0,20,RL,0.0,None,None,0,8,NAmes,0,5,5,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,5,894.0,0,1962,1962,2009
870,804,878,0,None,3,1Fam,TA,No,505.0,0.0,GLQ,Unf,0.0,0.0,Gd,299.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,None,0,PConc,2,Typ,523.0,2.0,TA,RFn,TA,Attchd,1998.0,1682,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8750,Inside,70.0,Reg,0,60,RL,116.0,BrkFace,None,0,6,CollgCr,77,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,804.0,0,1998,1998,2010
871,910,0,0,None,3,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,TA,105.0,Y,Norm,Norm,SBrkr,150,TA,Gd,WdShing,Wd Shng,GdWo,None,0,Stone,1,Typ,414.0,2.0,TA,Unf,TA,Attchd,1953.0,910,0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,8892,Corner,74.0,Reg,0,20,RL,0.0,None,None,0,10,NAmes,0,7,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,105.0,196,1953,1996,2008
872,1036,0,0,None,3,1Fam,TA,No,375.0,0.0,Rec,Unf,0.0,0.0,TA,457.0,Y,Norm,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,None,Gd,1,CBlock,1,Typ,288.0,1.0,TA,Unf,TA,Attchd,1949.0,1268,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,12144,Inside,60.0,Reg,232,40,RL,0.0,None,Othr,0,9,NAmes,28,7,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,832.0,0,1949,1950,2009
873,676,455,0,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,676.0,Y,Artery,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,None,None,0,CBlock,1,Typ,200.0,1.0,TA,Unf,TA,Detchd,1941.0,1131,1,GasA,Ex,1.5Fin,1,TA,Lvl,Gtl,5720,Inside,52.0,Reg,0,50,RM,0.0,None,None,0,8,OldTown,0,6,5,Y,0,None,CompShg,Gable,Abnorml,WD,0,Pave,5,676.0,26,1941,1950,2009
874,1184,1426,0,None,4,1Fam,TA,Av,64.0,0.0,GLQ,Unf,0.0,0.0,Gd,1120.0,Y,Norm,Norm,SBrkr,0,TA,Gd,CemntBd,CmentBd,None,Gd,1,PConc,2,Typ,550.0,2.0,TA,Fin,TA,BuiltIn,2007.0,2610,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,9000,Inside,75.0,Reg,0,60,FV,0.0,None,None,0,8,Somerst,364,5,8,Y,0,None,CompShg,Gable,Partial,New,0,Pave,11,1184.0,208,2007,2007,2007
875,1040,0,0,None,3,1Fam,TA,Gd,633.0,0.0,ALQ,Unf,1.0,0.0,TA,431.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,Plywood,None,None,0,PConc,1,Typ,648.0,2.0,TA,Unf,TA,Attchd,1963.0,1040,0,GasA,Gd,1Story,1,TA,HLS,Mod,25286,Inside,94.0,Reg,0,20,RL,0.0,None,None,0,1,Mitchel,0,5,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1064.0,0,1963,1963,2007
876,1462,762,0,None,4,1Fam,TA,No,1170.0,0.0,GLQ,Unf,1.0,0.0,Ex,292.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,738.0,3.0,TA,Fin,TA,Attchd,2004.0,2224,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,8834,Inside,74.0,Reg,0,60,RL,216.0,Stone,None,0,6,NridgHt,0,5,9,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,10,1462.0,184,2004,2005,2009
877,1155,0,0,None,3,1Fam,TA,Av,899.0,0.0,ALQ,Unf,1.0,0.0,TA,210.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,None,0,CBlock,1,Min2,576.0,2.0,TA,Unf,TA,Detchd,1987.0,1155,0,GasA,TA,SFoyer,1,Gd,Lvl,Gtl,11782,Inside,88.0,IR1,0,85,RL,0.0,None,Shed,400,6,Sawyer,0,7,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1109.0,192,1961,1995,2010
878,864,0,0,None,3,1Fam,TA,No,646.0,0.0,ALQ,Unf,1.0,0.0,TA,218.0,Y,Norm,Norm,SBrkr,0,Gd,Gd,VinylSd,VinylSd,GdWo,None,0,CBlock,1,Typ,336.0,1.0,TA,Unf,TA,Attchd,1978.0,864,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,7000,CulDSac,70.0,IR1,0,20,RL,90.0,BrkFace,None,0,7,CollgCr,0,8,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,864.0,0,1978,2005,2009
879,1090,0,0,None,2,1Fam,Gd,No,980.0,0.0,ALQ,Unf,1.0,0.0,Ex,110.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,None,0,PConc,1,Typ,450.0,2.0,TA,Fin,TA,Attchd,2005.0,1090,1,GasA,Gd,1Story,1,TA,Lvl,Gtl,7024,Inside,60.0,Reg,0,20,RL,0.0,None,None,0,6,Edwards,49,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1090.0,0,2005,2006,2007
880,1187,530,0,None,3,1Fam,TA,Mn,902.0,0.0,LwQ,Unf,0.0,0.0,Gd,254.0,Y,Norm,Norm,SBrkr,0,Gd,Gd,HdBoard,HdBoard,None,TA,1,CBlock,2,Typ,400.0,2.0,TA,RFn,TA,Attchd,1990.0,1717,1,GasA,Ex,1.5Fin,1,Gd,Lvl,Gtl,13758,CulDSac,44.0,IR1,0,50,RL,117.0,BrkFace,None,0,4,Timber,36,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1156.0,168,1990,1991,2007
881,808,785,0,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,808.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,MnPrv,TA,1,PConc,2,Typ,389.0,2.0,TA,RFn,TA,BuiltIn,1993.0,1593,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,9636,Corner,64.0,IR1,0,60,RL,0.0,None,None,0,12,Gilbert,40,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,808.0,342,1992,1993,2009
882,954,795,0,None,5,1Fam,Fa,No,0.0,0.0,Unf,Unf,1.0,0.0,TA,795.0,N,Norm,Norm,SBrkr,0,TA,Gd,Wd Sdng,Wd Sdng,None,None,0,PConc,1,Typ,440.0,1.0,Gd,Unf,TA,Detchd,1997.0,2230,0,GasA,TA,2.5Fin,1,TA,Bnk,Gtl,6204,Inside,60.0,Reg,481,75,RL,0.0,None,None,0,3,SWISU,188,5,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,10,795.0,0,1912,1950,2006
883,892,0,0,None,3,1Fam,TA,No,432.0,0.0,BLQ,Unf,0.0,0.0,TA,460.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,GdWo,None,0,CBlock,1,Typ,288.0,1.0,TA,RFn,TA,Attchd,1967.0,892,0,GasA,TA,1Story,1,TA,Lvl,Gtl,7150,Inside,65.0,Reg,0,20,RL,60.0,BrkFace,None,0,7,NAmes,0,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,892.0,0,1967,1967,2009
884,1709,0,0,None,2,TwnhsE,TA,Av,1238.0,0.0,GLQ,Unf,1.0,0.0,Ex,460.0,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,None,TA,1,PConc,2,Typ,506.0,2.0,TA,Fin,TA,Attchd,1999.0,1709,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,5119,CulDSac,50.0,IR1,0,120,FV,60.0,BrkFace,None,0,1,Somerst,65,5,9,Y,0,None,CompShg,Gable,Abnorml,CWD,0,Pave,5,1698.0,97,1999,2000,2008
885,1712,0,0,None,4,Duplex,TA,No,528.0,0.0,LwQ,Unf,0.0,0.0,TA,1098.0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,None,None,0,CBlock,2,Typ,588.0,2.0,TA,Fin,TA,Attchd,2005.0,1712,0,GasA,Ex,1Story,2,TA,Lvl,Gtl,8393,Corner,70.0,Reg,0,90,RL,122.0,BrkFace,None,0,6,NAmes,54,5,5,Y,0,None,CompShg,Gable,Family,WD,0,Pave,8,1626.0,272,1959,2005,2006
886,872,521,0,None,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,816.0,Y,Norm,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,None,None,0,PConc,1,Typ,300.0,1.0,TA,Unf,TA,Attchd,1955.0,1393,1,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,16466,Inside,59.0,IR1,0,50,RL,0.0,None,None,0,4,Edwards,0,7,5,Y,0,None,CompShg,Gable,Normal,WD,265,Pave,8,816.0,121,1955,1955,2008
887,2217,0,0,None,4,1Fam,Gd,Gd,351.0,823.0,ALQ,Rec,1.0,0.0,TA,1043.0,Y,Norm,Norm,SBrkr,0,Gd,Gd,Wd Sdng,Wd Sdng,None,TA,1,PConc,2,Typ,621.0,2.0,TA,Unf,TA,Attchd,1970.0,2217,0,GasA,Ex,1Story,1,Gd,Lvl,Mod,15865,Inside,95.0,IR1,0,20,RL,0.0,None,None,0,10,NAmes,207,6,8,Y,0,None,Tar&Grv,Flat,Normal,WD,224,Pave,8,2217.0,81,1970,1970,2007
888,1505,0,162,None,2,1Fam,TA,No,1024.0,0.0,BLQ,Unf,1.0,0.0,TA,481.0,Y,Feedr,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,None,TA,1,CBlock,1,Typ,505.0,2.0,TA,RFn,TA,Attchd,1953.0,1505,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,12160,Inside,128.0,Reg,0,20,RL,90.0,BrkFace,None,0,2,NAmes,0,4,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,6,1505.0,0,1953,1953,2009
889,672,252,0,None,3,1Fam,TA,Mn,0.0,0.0,Unf,Unf,0.0,0.0,TA,672.0,Y,Artery,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,MnPrv,Po,1,CBlock,1,Typ,576.0,2.0,TA,Unf,TA,Detchd,2003.0,924,0,GasA,Ex,1.5Fin,1,TA,Lvl,Gtl,8064,Corner,60.0,Reg,0,50,RL,0.0,None,Shed,2000,7,NAmes,0,7,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,672.0,0,1949,2006,2007
890,918,765,0,None,3,1Fam,TA,No,226.0,500.0,LwQ,Rec,0.0,0.0,TA,192.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,TA,1,CBlock,2,Typ,440.0,2.0,TA,RFn,TA,Attchd,1978.0,1683,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,11184,Inside,70.0,Reg,0,60,RL,92.0,BrkFace,None,0,7,Sawyer,0,5,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,7,918.0,243,1978,1978,2009
891,1068,0,0,None,3,1Fam,TA,No,663.0,0.0,GLQ,Unf,0.0,1.0,TA,396.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,None,0,CBlock,1,Typ,264.0,1.0,TA,RFn,TA,Attchd,1963.0,1068,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8414,Inside,70.0,Reg,0,20,RL,0.0,None,None,0,2,Sawyer,0,8,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,6,1059.0,192,1963,2003,2006
892,1383,0,0,None,3,1Fam,TA,Mn,1064.0,0.0,BLQ,Unf,1.0,0.0,Gd,319.0,Y,PosN,Norm,SBrkr,0,TA,TA,Wd Sdng,Plywood,GdPrv,Gd,1,PConc,1,Typ,354.0,1.0,TA,Unf,TA,Attchd,1954.0,1383,0,GasA,TA,1Story,1,TA,Lvl,Gtl,13284,Inside,72.0,Reg,0,20,RL,0.0,None,None,0,6,Sawyer,116,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1383.0,511,1954,1954,2008
893,1535,0,0,None,4,Duplex,None,None,0.0,0.0,None,None,0.0,0.0,None,0.0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,None,None,0,Slab,2,Typ,400.0,2.0,TA,Unf,TA,Attchd,1979.0,1535,0,GasA,TA,1Story,2,TA,Bnk,Gtl,7018,Inside,64.0,Reg,0,90,RL,0.0,None,None,0,6,SawyerW,0,5,5,Y,0,None,CompShg,Gable,Alloca,WD,0,Pave,8,0.0,0,1979,1979,2009
894,983,813,0,None,4,1Fam,TA,No,400.0,0.0,BLQ,Unf,1.0,0.0,TA,380.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,TA,1,CBlock,1,Typ,483.0,2.0,TA,RFn,TA,Attchd,1963.0,1796,1,GasA,TA,2Story,1,TA,Lvl,Gtl,7056,Inside,71.0,Reg,0,60,RL,415.0,BrkFace,None,0,10,NAmes,50,5,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,8,780.0,0,1963,1963,2008
895,951,0,0,Grvl,2,1Fam,TA,No,285.0,0.0,ALQ,Unf,0.0,0.0,TA,666.0,N,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,None,None,0,BrkTil,1,Typ,327.0,1.0,TA,Unf,TA,Detchd,1936.0,951,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8765,Inside,50.0,Reg,0,30,RM,0.0,None,None,0,4,IDOTRR,28,6,4,Y,0,None,CompShg,Gable,Abnorml,WD,0,Pave,6,951.0,0,1936,1950,2006
896,1120,1120,0,None,6,Duplex,None,None,0.0,0.0,None,None,0.0,0.0,None,0.0,Y,Feedr,Norm,SBrkr,0,TA,TA,Plywood,Plywood,None,None,0,Slab,2,Typ,528.0,2.0,TA,Unf,TA,Detchd,1979.0,2240,0,GasA,TA,2Story,2,TA,Lvl,Gtl,7018,Inside,64.0,Reg,0,90,RL,0.0,None,None,0,6,SawyerW,0,5,5,Y,0,None,CompShg,Gable,Alloca,WD,0,Pave,12,0.0,154,1979,1979,2009
897,2364,0,0,None,2,1Fam,TA,Gd,2188.0,0.0,GLQ,Unf,1.0,0.0,Ex,142.0,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,None,Gd,2,PConc,2,Typ,820.0,3.0,TA,Fin,TA,Attchd,2009.0,2364,1,GasA,Ex,1Story,1,Ex,Lvl,Gtl,12919,Inside,100.0,IR1,0,20,RL,760.0,Stone,None,0,3,NridgHt,67,5,9,Y,0,None,CompShg,Hip,Partial,New,0,Pave,11,2330.0,0,2009,2010,2010
898,1236,0,0,None,3,1Fam,TA,No,465.0,0.0,BLQ,Unf,0.0,0.0,TA,447.0,Y,Feedr,Norm,SBrkr,0,TA,TA,HdBoard,Plywood,None,TA,1,CBlock,1,Typ,288.0,1.0,TA,Unf,TA,Attchd,1961.0,1236,0,GasA,TA,1Story,1,TA,Lvl,Gtl,6993,Inside,65.0,Reg,0,20,RL,0.0,None,None,0,6,Sawyer,0,7,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,912.0,0,1961,1994,2006
